name,room_numbers,address,price,usable_area,gross_floor_area,url
Winfield Building・Block B,High Floor・3 Rooms,Happy Valley,"108,000","1,513ft²","1,940ft²",https://hk.centanet.com/findproperty/en/detail/Winfield-Building-Block-B_TAL221?theme=rent
TSING YI GARDEN・BLOCK 3,2 Rooms,Tsing Yi,"13,800",343ft²,432ft²,https://hk.centanet.com/findproperty/en/detail/TSING-YI-GARDEN-BLOCK-3_FDC494?theme=rent
PARK CENTRAL・PHASE 1・TOWER 5,2 Rooms,Tseung Kwan O,"19,000",465ft²,617ft²,https://hk.centanet.com/findproperty/en/detail/PARK-CENTRAL-PHASE-1-TOWER-5_SAV092?theme=rent
OCEAN SHORES・PHASE 1・TOWER 1,2 Rooms,Tiu Keng Leng,"21,000",504ft²,676ft²,https://hk.centanet.com/findproperty/en/detail/OCEAN-SHORES-PHASE-1-TOWER-1_SAA754?theme=rent
Residence Bel-Air・Phase 2  South Tower・Tower 2,Middle Floor・FLAT A・3 Rooms,Residence Bel-air,"56,000","1,090ft²","1,348ft²",https://hk.centanet.com/findproperty/en/detail/Residence-Bel-Air-Phase-2--South-Tower-Tower-2_TJG739?theme=rent
NOVO LAND・Phase 1B・BERGEN TOWER 1,Middle Floor・FLAT G・Studio,Siu Hong,"10,000",242ft²,N/A,https://hk.centanet.com/findproperty/en/detail/NOVO-LAND-Phase-1B-BERGEN-TOWER-1_CZH327?theme=rent
Caine Building,Low Floor・FLAT B・2 Rooms,Mid-Levels West,"24,000",436ft²,660ft²,https://hk.centanet.com/findproperty/en/detail/Caine-Building_LAU064?theme=rent
RESIDENCE BEL-AIR・PHASE 4  BEL-AIR ON THE PEAK・TOWER 8,Low Floor・FLAT A・3 Rooms・(1 Suite),Residence Bel-air,"60,000","1,046ft²","1,422ft²",https://hk.centanet.com/findproperty/en/detail/RESIDENCE-BEL-AIR-PHASE-4--BEL-AIR-ON-THE-PEAK-TOWER-8_TLA403?theme=rent
QUEEN'S TERRACE・TOWER 2,Middle Floor・FLAT C・1 Room,Sheung Wan,"20,000",322ft²,468ft²,https://hk.centanet.com/findproperty/en/detail/QUEEN'S-TERRACE-TOWER-2_LAG875?theme=rent
LOHAS PARK・Phase 7A Montara・TOWER 2 (2A),High Floor・FLAT E・2 Rooms,Lohas Park,"22,000",561ft²,N/A,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-Phase-7A-Montara-TOWER-2-(2A)_UHJ903?theme=rent
THE PAVILIA FARM・Phase 2・TOWER 6 (6B),Low Floor・FLAT F・2 Rooms,Tai Wai,"26,000",464ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-PAVILIA-FARM-Phase-2-TOWER-6-(6B)_AUT193?theme=rent
BON-POINT,Middle Floor・FLAT A・3 Rooms・(1 Suite),Mid-Levels West,"45,000",861ft²,N/A,https://hk.centanet.com/findproperty/en/detail/BON-POINT_LCA618?theme=rent
THE WINGS・OCEAN WINGS・TOWER 5,4 Rooms,Tseung Kwan O,"55,000","1,090ft²",N/A,https://hk.centanet.com/findproperty/en/detail/THE-WINGS-OCEAN-WINGS-TOWER-5_UEX462?theme=rent
THE WINGS・OCEAN WINGS・TOWER 7A,High Floor・FLAT G・1 Room,Tseung Kwan O,"20,000",363ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-WINGS-OCEAN-WINGS-TOWER-7A_UEX784?theme=rent
VILLA ESPLANADA・PHASE 1・BLOCK 3,Low Floor・FLAT G・4 Rooms,Tsing Yi,"32,000",826ft²,"1,003ft²",https://hk.centanet.com/findproperty/en/detail/VILLA-ESPLANADA-PHASE-1-BLOCK-3_FCX585?theme=rent
CONSTELLATION COVE,3 Rooms,Tai Po Luxury/Mid-levels,"32,000","1,141ft²","1,530ft²",https://hk.centanet.com/findproperty/en/detail/CONSTELLATION-COVE_AAA100?theme=rent
Cape Mansions・BLOCK B,Low Floor・3 Rooms・(1 Suite),Pok Fu Lam,"75,000","1,707ft²","1,928ft²",https://hk.centanet.com/findproperty/en/detail/Cape-Mansions-BLOCK-B_LIM805?theme=rent
SUNSHINE CITY・PHASE 3・BLOCK Q,High Floor・FLAT 1・2 Rooms,Ma On Shan,"15,500",369ft²,498ft²,https://hk.centanet.com/findproperty/en/detail/SUNSHINE-CITY-PHASE-3-BLOCK-Q_EEI430?theme=rent
Henley Park・TOWER 1B,Middle Floor・FLAT K・Studio,Kai Tak New Area,"17,000",250ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Henley-Park-TOWER-1B_UGO302?theme=rent
ROWEN COURT,Middle Floor・3 Rooms,Mid-Levels West,"33,000",646ft²,806ft²,https://hk.centanet.com/findproperty/en/detail/ROWEN-COURT_LAT459?theme=rent
80 ROBINSON ROAD・BLOCK 1,2 Rooms,Mid-Levels West,"36,500",618ft²,813ft²,https://hk.centanet.com/findproperty/en/detail/80-ROBINSON-ROAD-BLOCK-1_LAI236?theme=rent
The Met. Bliss,1 Room,Ma On Shan,"14,000",337ft²,N/A,https://hk.centanet.com/findproperty/en/detail/The-Met--Bliss_EMZ713?theme=rent
UPPER WEST,FLAT A・4 Rooms,Tai Kok Tsui,"31,000",716ft²,"1,016ft²",https://hk.centanet.com/findproperty/en/detail/UPPER-WEST_UAK507?theme=rent
No. 28 Aberdeen st.,Low Floor・FLAT SOUTH・1 Room,Central,"30,000",407ft²,N/A,https://hk.centanet.com/findproperty/en/detail/No--28-Aberdeen-st-_LJC048?theme=rent
GRAND VICTORIA・PHASE 1・TOWER 2,2 Rooms,Nam Cheong Station,"31,000",490ft²,N/A,https://hk.centanet.com/findproperty/en/detail/GRAND-VICTORIA-PHASE-1-TOWER-2_MXO019?theme=rent
Piedmont Garden,Low Floor・FLAT B (NO. 39A),North Point Mid-Levels,"28,000",831ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Piedmont-Garden_DLM603?theme=rent
THE REACH,2 Rooms,Yuen Long Southeast,"13,500",440ft²,598ft²,https://hk.centanet.com/findproperty/en/detail/THE-REACH_CVB406?theme=rent
Rowen Court,High Floor・FLAT C・2 Rooms,Mid-Levels West,"33,000",646ft²,806ft²,https://hk.centanet.com/findproperty/en/detail/Rowen-Court_LBC524?theme=rent
MY CENTRAL,FLAT B・3 Rooms・(1 Suite),Central,"49,000",889ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MY-CENTRAL_LJC574?theme=rent
ALLWAY GARDEN・BLOCK E,Low Floor・FLAT 2・2 Rooms,Tsuen King Circuit,"12,000",436ft²,499ft²,https://hk.centanet.com/findproperty/en/detail/ALLWAY-GARDEN-BLOCK-E_CLN937?theme=rent
HENLEY PARK・TOWER 1A,Low Floor・FLAT L・2 Rooms,Kai Tak New Area,"26,000",476ft²,N/A,https://hk.centanet.com/findproperty/en/detail/HENLEY-PARK-TOWER-1A_UGO195?theme=rent
FAIRVIEW PARK,House・3 Rooms,Palm Springs | Fairview,"35,000","1,035ft²","1,050ft²",https://hk.centanet.com/findproperty/en/detail/FAIRVIEW-PARK_EHE992?theme=rent
SEANORAMA・TOWER 2A,Low Floor・FLAT C・4 Rooms,Wu Kai Sha,"38,000","1,109ft²",N/A,https://hk.centanet.com/findproperty/en/detail/SEANORAMA-TOWER-2A_EMY810?theme=rent
SILICON HILL・PHASE 1・GREENWOOD TOWER 1,2 Rooms,Pak Shek Kok,"20,000",403ft²,N/A,https://hk.centanet.com/findproperty/en/detail/SILICON-HILL-PHASE-1-GREENWOOD-TOWER-1_GCB523?theme=rent
ALTISSIMO,Middle Floor・FLAT J・2 Rooms,Wu Kai Sha,"21,000",523ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ALTISSIMO_EQA411?theme=rent
LOHAS PARK・PHASE 5A MALIBU・TOWER 2B,Low Floor・FLAT B・2 Rooms,Lohas Park,"21,000",552ft²,N/A,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-5A-MALIBU-TOWER-2B_UHE741?theme=rent
The Grand Marine・Tower 1,High Floor・FLAT C・2 Rooms,Tsing Yi,"19,800",410ft²,N/A,https://hk.centanet.com/findproperty/en/detail/The-Grand-Marine-Tower-1_FIO666?theme=rent
DOUBLE COVE・PHASE 4 DOUBLE COVE GRANDVIEW・BLOCK 7,Low Floor・FLAT D・2 Rooms,Wu Kai Sha,"19,000",496ft²,N/A,https://hk.centanet.com/findproperty/en/detail/DOUBLE-COVE-PHASE-4-DOUBLE-COVE-GRANDVIEW-BLOCK-7_EMX804?theme=rent
THE BEVERLY HILLS,5 Rooms,Tai Po Luxury/Mid-levels,"56,000","2,429ft²","4,000ft²",https://hk.centanet.com/findproperty/en/detail/THE-BEVERLY-HILLS_ASA251?theme=rent
THE SOUTHSIDE・PHASE 1 SOUTHLAND・TOWER 1 (1A),High Floor・FLAT D・1 Room,Wong Chuk Hang,"24,000",383ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-SOUTHSIDE-PHASE-1-SOUTHLAND-TOWER-1-(1A)_TOC989?theme=rent
ONE VICTORIA・TOWER 2B,FLAT C・2 Rooms,Kai Tak New Area,"22,000",459ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ONE-VICTORIA-TOWER-2B_UGI878?theme=rent
SERENO VERDE・PHASE 2・BLOCK 9,Middle Floor・3 Rooms,Yuen Long Southeast,"15,500",598ft²,793ft²,https://hk.centanet.com/findproperty/en/detail/SERENO-VERDE-PHASE-2-BLOCK-9_COP428?theme=rent
THE ARLES・TOWER 5,1 Room,Fo Tan,"19,000",348ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-ARLES-TOWER-5_AUZ585?theme=rent
THE SOUTHSIDE・PHASE 1 SOUTHLAND・TOWER 2 (2B),Studio,Wong Chuk Hang,"21,000",294ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-SOUTHSIDE-PHASE-1-SOUTHLAND-TOWER-2-(2B)_TOC427?theme=rent
Albion Gardens,Middle Floor・BLOCK E・3 Rooms,Kowloon Tong,"68,000","1,933ft²","2,125ft²",https://hk.centanet.com/findproperty/en/detail/Albion-Gardens_MCB154?theme=rent
NO. 2 PARK ROAD,FLAT D・3 Rooms・(1 Suite),Mid-Levels West,"41,800",798ft²,"1,097ft²",https://hk.centanet.com/findproperty/en/detail/NO--2-PARK-ROAD_LCA300?theme=rent
The Grandeur・BLOCK 2,Middle Floor・FLAT B・4 Rooms,Kowloon Tong,"115,000","2,102ft²","2,795ft²",https://hk.centanet.com/findproperty/en/detail/The-Grandeur-BLOCK-2_MMM701?theme=rent
DRAGON GARDEN,3 Rooms・(1 Suite),Tai Hang Mid-Levels,"59,000","1,598ft²",N/A,https://hk.centanet.com/findproperty/en/detail/DRAGON-GARDEN_TAK093?theme=rent
ALASSIO,Middle Floor・2 Rooms,Mid-Levels West,"41,000",588ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ALASSIO_LJB083?theme=rent
MONTEGO BAY・TOWER 5,Low Floor・FLAT A・3 Rooms・(1 Suite),Yau Tong,"32,000",798ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MONTEGO-BAY-TOWER-5_DUG211?theme=rent
La Mansion,4 Rooms,Ping Shan,"38,000","1,576ft²",N/A,https://hk.centanet.com/findproperty/en/detail/La-Mansion_CVU047?theme=rent
ONE VICTORIA・TOWER 2B,High Floor・FLAT K・2 Rooms,Kai Tak New Area,"21,500",457ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ONE-VICTORIA-TOWER-2B_UGI371?theme=rent
LA CITE NOBLE・BLOCK 6,High Floor・FLAT A・2 Rooms,Hang Hau,"18,500",434ft²,603ft²,https://hk.centanet.com/findproperty/en/detail/LA-CITE-NOBLE-BLOCK-6_SCA797?theme=rent
NO. 15 WESTERN STREET,FLAT C・Studio,Sai Ying Pun,"19,000",212ft²,N/A,https://hk.centanet.com/findproperty/en/detail/NO--15-WESTERN-STREET_LJD694?theme=rent
LOHAS PARK・PHASE 9C OCEAN MARINI・TOWER 1 (1A),Middle Floor・FLAT D・2 Rooms,Lohas Park,"18,500",471ft²,N/A,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-9C-OCEAN-MARINI-TOWER-1-(1A)_UHM950?theme=rent
Kingswood Villas・Phase 5 Lynwood Court,High Floor・FLAT A・3 Rooms,Tin Shui Wai,"14,500",635ft²,820ft²,https://hk.centanet.com/findproperty/en/detail/Kingswood-Villas-Phase-5-Lynwood-Court_CJP315?theme=rent
MANOR HILL・TOWER 2,FLAT C3・Studio,Lohas Park,"13,800",217ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MANOR-HILL-TOWER-2_UHR477?theme=rent
RESIDENCE BEL-AIR・PHASE 4  BEL-AIR ON THE PEAK・TOWER 7,High Floor・FLAT B・2 Rooms,Residence Bel-air,"35,000",712ft²,876ft²,https://hk.centanet.com/findproperty/en/detail/RESIDENCE-BEL-AIR-PHASE-4--BEL-AIR-ON-THE-PEAK-TOWER-7_TLA513?theme=rent
42-60 TIN HAU TEMPLE ROAD,1 Room,North Point Mid-Levels,"38,000",939ft²,"1,200ft²",https://hk.centanet.com/findproperty/en/detail/42-60-TIN-HAU-TEMPLE-ROAD_DNG103?theme=rent
MOUNT BEACON・TOWER 2,FLAT D・3 Rooms,Lung Ping,"41,000",835ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MOUNT-BEACON-TOWER-2_MMA116?theme=rent
RESIDENCE BEL-AIR・Phase 2  South Tower・TOWER 6,High Floor・FLAT B・3 Rooms,Residence Bel-air,"66,000","1,251ft²","1,525ft²",https://hk.centanet.com/findproperty/en/detail/RESIDENCE-BEL-AIR-Phase-2--South-Tower-TOWER-6_TJN457?theme=rent
THE RICHMOND,High Floor・FLAT A・2 Rooms・(1 Suite),Mid-Levels West,"35,000",468ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-RICHMOND_LJE318?theme=rent
The Spectra・TOWER 2,Low Floor・FLAT B・Studio,Long Ping,"11,000",246ft²,N/A,https://hk.centanet.com/findproperty/en/detail/The-Spectra-TOWER-2_CVU881?theme=rent
CITY GARDEN・PHASE 1・BLOCK 4,Middle Floor・FLAT F・3 Rooms,North Point,"35,800",897ft²,996ft²,https://hk.centanet.com/findproperty/en/detail/CITY-GARDEN-PHASE-1-BLOCK-4_DOJ671?theme=rent
The Met. Acappella・Wing 2,Low Floor・FLAT C6・1 Room,Tai Wai,"21,000",516ft²,N/A,https://hk.centanet.com/findproperty/en/detail/The-Met--Acappella-Wing-2_AUH485?theme=rent
LA VILLA,FLAT C・5 Rooms,Kowloon Tong,"165,000","3,863ft²","4,784ft²",https://hk.centanet.com/findproperty/en/detail/LA-VILLA_MCB779?theme=rent
MADISON PARK,Middle Floor・FLAT B・1 Room・(1 Suite),Cheung Sha Wan,"18,000",302ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MADISON-PARK_MXJ051?theme=rent
Residence Bel-Air・Phase 2  South Tower・Tower 1,High Floor・FLAT B・2 Rooms,Residence Bel-air,"45,000",938ft²,"1,136ft²",https://hk.centanet.com/findproperty/en/detail/Residence-Bel-Air-Phase-2--South-Tower-Tower-1_TJI257?theme=rent
THE BABINGTON,3 Rooms・(1 Suite),Mid-Levels West,"42,000",811ft²,"1,139ft²",https://hk.centanet.com/findproperty/en/detail/THE-BABINGTON_LCT044?theme=rent
MOUNT DAVIS ROAD,FLAT C・3 Rooms,Pok Fu Lam,"65,000","1,307ft²",N/A,https://hk.centanet.com/findproperty/en/detail/MOUNT-DAVIS-ROAD_LIO236?theme=rent
ARTISAN HOUSE,Low Floor・FLAT H・1 Room,Sai Ying Pun,"24,000",300ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ARTISAN-HOUSE_LHO642?theme=rent
Yee Tsui Court・Lok Yee House (Block C),High Floor・FLAT 7・1 Room,Chai Wan,"15,000",449ft²,546ft²,https://hk.centanet.com/findproperty/en/detail/Yee-Tsui-Court-Lok-Yee-House-(Block-C)_DJK073?theme=rent
IMPERIAL KENNEDY,3 Rooms,Kennedy Town,"59,000",901ft²,"1,155ft²",https://hk.centanet.com/findproperty/en/detail/IMPERIAL-KENNEDY_LHI320?theme=rent
SEAVIEW GARDEN,3 Rooms,North Point Mid-Levels,"40,000",920ft²,"1,249ft²",https://hk.centanet.com/findproperty/en/detail/SEAVIEW-GARDEN_DML334?theme=rent
SOUTH HORIZONS・PHASE 4 THE OASIS・FENTON COURT (BLOCK 27),4 Rooms,South Horizons,"31,000",743ft²,950ft²,https://hk.centanet.com/findproperty/en/detail/SOUTH-HORIZONS-PHASE-4-THE-OASIS-FENTON-COURT-(BLOCK-27)_TIN315?theme=rent
MONTE VISTA・BLOCK 5,Middle Floor・FLAT C・3 Rooms,Wu Kai Sha,"25,000",816ft²,"1,049ft²",https://hk.centanet.com/findproperty/en/detail/MONTE-VISTA-BLOCK-5_EEC148?theme=rent
Meridian Hill・BLOCK 2,Low Floor・FLAT A・3 Rooms・(1 Suite),Kowloon Tong,"45,000",991ft²,"1,296ft²",https://hk.centanet.com/findproperty/en/detail/Meridian-Hill-BLOCK-2_MMH380?theme=rent
IMPERIAL CULLINAN・TOWER 8,FLAT A・3 Rooms,Olympic Station,"58,000","1,225ft²","1,538ft²",https://hk.centanet.com/findproperty/en/detail/IMPERIAL-CULLINAN-TOWER-8_UAC415?theme=rent
HEYA DELIGHT,Low Floor・FLAT D・2 Rooms,Cheung Sha Wan,"20,300",518ft²,N/A,https://hk.centanet.com/findproperty/en/detail/HEYA-DELIGHT_MUW775?theme=rent
THE HOLBORN・TOWER B,1 Room,Sai Wan Ho,"20,000",268ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-HOLBORN-TOWER-B_ZAN258?theme=rent
FLEUR PAVILIA・TOWER 1,3 Rooms,North Point,"50,000",906ft²,N/A,https://hk.centanet.com/findproperty/en/detail/FLEUR-PAVILIA-TOWER-1_DQV762?theme=rent
SUNSHINE CITY・PHASE 4・BLOCK J,High Floor・FLAT 5・3 Rooms,Ma On Shan,"22,000",519ft²,697ft²,https://hk.centanet.com/findproperty/en/detail/SUNSHINE-CITY-PHASE-4-BLOCK-J_EET194?theme=rent
GRAND VICTORIA・PHASE 1・TOWER 3B,2 Rooms,Nam Cheong Station,"30,000",597ft²,N/A,https://hk.centanet.com/findproperty/en/detail/GRAND-VICTORIA-PHASE-1-TOWER-3B_MXO378?theme=rent
ONE SOUTH LANE,Low Floor・FLAT 3・1 Room,Shek Tong Tsui,"22,000",268ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ONE-SOUTH-LANE_LHK188?theme=rent
BANYAN GARDEN・PHASE 2・TOWER 8,Low Floor・FLAT B・2 Rooms,Four Little Dragons,"17,800",471ft²,677ft²,https://hk.centanet.com/findproperty/en/detail/BANYAN-GARDEN-PHASE-2-TOWER-8_MOF952?theme=rent
THE WINGS・OCEAN WINGS・TOWER 1,Low Floor・3 Rooms,Tseung Kwan O,"45,000",949ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-WINGS-OCEAN-WINGS-TOWER-1_UEX884?theme=rent
WISDOM COURT・BLOCK D,FLAT 2・3 Rooms,Mid-Levels West,"50,000","1,028ft²","1,394ft²",https://hk.centanet.com/findproperty/en/detail/WISDOM-COURT-BLOCK-D_LAV793?theme=rent
NO. 62B ROBINSON ROAD,Middle Floor・FLAT A・3 Rooms・(1 Suite),Mid-Levels West,"53,000","1,102ft²",N/A,https://hk.centanet.com/findproperty/en/detail/NO--62B-ROBINSON-ROAD_LBI588?theme=rent
Residence 譽88・Tower 1,Middle Floor・FLAT H・2 Rooms,Yuen Long Southeast,"15,000",477ft²,623ft²,https://hk.centanet.com/findproperty/en/detail/Residence-%E8%AD%BD88-Tower-1_CVD973?theme=rent
THE REGENT,1 Room,Tai Po Luxury/Mid-levels,"13,800",372ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-REGENT_APJ615?theme=rent
Tierra Verde・PHASE 1・Tower 3A,Low Floor・FLAT B・3 Rooms,Tsing Yi,"28,500",756ft²,951ft²,https://hk.centanet.com/findproperty/en/detail/Tierra-Verde-PHASE-1-Tower-3A_FCX341?theme=rent
The Reach・Tower 11,2 Rooms,Yuen Long Southeast,"13,800",443ft²,603ft²,https://hk.centanet.com/findproperty/en/detail/The-Reach-Tower-11_CVA650?theme=rent
ONE WEST KOWLOON・TOWER 1,High Floor・FLAT B・3 Rooms・(1 Suite),Four Little Dragons,"32,000",867ft²,"1,160ft²",https://hk.centanet.com/findproperty/en/detail/ONE-WEST-KOWLOON-TOWER-1_MPU359?theme=rent
GOOD VIEW COURT,Middle Floor・FLAT A・1 Room,Mid-Levels West,"17,500",361ft²,517ft²,https://hk.centanet.com/findproperty/en/detail/GOOD-VIEW-COURT_LAR551?theme=rent
Park Yoho・Phase 1B Park Yoho Venezia,Middle Floor・FLAT D・3 Rooms,Kam Tin,"22,000",723ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Park-Yoho-Phase-1B-Park-Yoho-Venezia_CVW067?theme=rent
THE HENLEY・PHASE 1・CONDOMINIUM A,1 Room,Kai Tak New Area,"19,000",296ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-HENLEY-PHASE-1-CONDOMINIUM-A_UGH742?theme=rent
GARDEN RIVERA・BLOCK B,High Floor・FLAT 4・1 Room,Sha Tin,"13,000",242ft²,368ft²,https://hk.centanet.com/findproperty/en/detail/GARDEN-RIVERA-BLOCK-B_EAI054?theme=rent
YOHO TOWN・PHASE 2 YOHO MIDTOWN・BLOCK M1,3 Rooms,Yuen Long Station,"22,000",607ft²,793ft²,https://hk.centanet.com/findproperty/en/detail/YOHO-TOWN-PHASE-2-YOHO-MIDTOWN-BLOCK-M1_CQS537?theme=rent
CULLINAN WEST・Phase 5 Cullinan West III・TOWER 7,Middle Floor・FLAT E・2 Rooms,Nam Cheong Station,"27,500",461ft²,N/A,https://hk.centanet.com/findproperty/en/detail/CULLINAN-WEST-Phase-5-Cullinan-West-III-TOWER-7_MXM188?theme=rent
SHEUNG SHUI CENTRE・BLOCK 1,2 Rooms,Sheung Shui,"12,000",342ft²,463ft²,https://hk.centanet.com/findproperty/en/detail/SHEUNG-SHUI-CENTRE-BLOCK-1_EOE880?theme=rent
CITY ONE SHATIN・SITE 4・BLOCK 45,Middle Floor・FLAT B・2 Rooms,City One Shatin,"14,800",284ft²,395ft²,https://hk.centanet.com/findproperty/en/detail/CITY-ONE-SHATIN-SITE-4-BLOCK-45_EBV212?theme=rent
Seymour,Low Floor・FLAT B・4 Rooms,Mid-Levels West,"69,999","1,398ft²","1,878ft²",https://hk.centanet.com/findproperty/en/detail/Seymour_LCU188?theme=rent
Villa Lotto,High Floor・3 Rooms・(1 Suite),Happy Valley,"60,000","1,103ft²",N/A,https://hk.centanet.com/findproperty/en/detail/Villa-Lotto_TAQ159?theme=rent
PARC PALAIS・TOWER 1,FLAT D・3 Rooms・(1 Suite),King's Park,"36,000",842ft²,"1,119ft²",https://hk.centanet.com/findproperty/en/detail/PARC-PALAIS-TOWER-1_MGR666?theme=rent
CENTRA HORIZON,Middle Floor・1 Room,Pak Shek Kok,"16,500",404ft²,N/A,https://hk.centanet.com/findproperty/en/detail/CENTRA-HORIZON_AUK687?theme=rent
SUTTON,FLAT A・2 Rooms,Kowloon City,"35,000",635ft²,N/A,https://hk.centanet.com/findproperty/en/detail/SUTTON_UBR976?theme=rent
Fung King Building,Middle Floor・FLAT F・2 Rooms,Kwun Tong,"12,000",450ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Fung-King-Building_SMQ396?theme=rent
LOHAS PARK・PHASE 6 LP6・TOWER 5,1 Room,Lohas Park,"15,900",349ft²,N/A,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-6-LP6-TOWER-5_UHH271?theme=rent
ROYAL ASCOT・Phase 1・BLOCK 3,Middle Floor・FLAT E・3 Rooms・(1 Suite),Fo Tan,"41,000","1,370ft²","1,620ft²",https://hk.centanet.com/findproperty/en/detail/ROYAL-ASCOT-Phase-1-BLOCK-3_AKC420?theme=rent
MANOR HILL・TOWER 2,1 Room,Lohas Park,"14,800",283ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MANOR-HILL-TOWER-2_UHS005?theme=rent
Cavendish Heights・BLOCK 7,Middle Floor・3 Rooms・(1 Suite),Jardine's,"70,000","1,507ft²","1,907ft²",https://hk.centanet.com/findproperty/en/detail/Cavendish-Heights-BLOCK-7_TAL960?theme=rent
NOBLE HILL・TOWER 7,High Floor・FLAT A・3 Rooms,Sheung Shui,"20,000",723ft²,926ft²,https://hk.centanet.com/findproperty/en/detail/NOBLE-HILL-TOWER-7_EPC279?theme=rent
SERENO VERDE・PHASE 5 REACH SUMMIT・TOWER 2,Middle Floor・FLAT H・2 Rooms,Yuen Long Southeast,"13,500",370ft²,N/A,https://hk.centanet.com/findproperty/en/detail/SERENO-VERDE-PHASE-5-REACH-SUMMIT-TOWER-2_GAD830?theme=rent
THE MET. BLOSSOM・TOWER 1,FLAT A07・1 Room,Ma On Shan,"14,000",293ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-MET--BLOSSOM-TOWER-1_EMZ443?theme=rent
LOHAS PARK・PHASE 6 LP6・TOWER 3,Low Floor・FLAT L・1 Room,Lohas Park,"14,800",312ft²,N/A,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-6-LP6-TOWER-3_UHH568?theme=rent
LOHAS PARK・PHASE 2B LE PRIME・TOWER 6 - L WING,Middle Floor・FLAT D・4 Rooms,Lohas Park,"28,000",977ft²,"1,313ft²",https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-2B-LE-PRIME-TOWER-6---L-WING_SZG638?theme=rent
PARK REACH,1 Room,Yuen Long Southeast,"12,000",310ft²,N/A,https://hk.centanet.com/findproperty/en/detail/PARK-REACH_GAA064?theme=rent
THE HERMITAGE・TOWER 1,FLAT A・3 Rooms,Olympic Station,"65,000","1,424ft²","1,882ft²",https://hk.centanet.com/findproperty/en/detail/THE-HERMITAGE-TOWER-1_UAA708?theme=rent
NOVUM WEST・TOWER 2,FLAT B・1 Room,Shek Tong Tsui,"25,000",332ft²,N/A,https://hk.centanet.com/findproperty/en/detail/NOVUM-WEST-TOWER-2_LHP307?theme=rent
HIGH WEST,FLAT C・1 Room,Shek Tong Tsui,"23,000",383ft²,521ft²,https://hk.centanet.com/findproperty/en/detail/HIGH-WEST_LHC466?theme=rent
GRAND YOHO・Phase 1・TOWER 10,Low Floor・FLAT F・3 Rooms,Yuen Long Station,"22,000",592ft²,N/A,https://hk.centanet.com/findproperty/en/detail/GRAND-YOHO-Phase-1-TOWER-10_CVX206?theme=rent
GRAND DEL SOL・BLOCK 2,3 Rooms,Yuen Long Southeast,"18,500",744ft²,888ft²,https://hk.centanet.com/findproperty/en/detail/GRAND-DEL-SOL-BLOCK-2_CPC506?theme=rent
FRIENDSHIP COURT,High Floor・3 Rooms,Happy Valley,"35,000",667ft²,N/A,https://hk.centanet.com/findproperty/en/detail/FRIENDSHIP-COURT_TAJ911?theme=rent
CITY ONE SHATIN・SITE 5・BLOCK 51,2 Rooms,City One Shatin,"14,000",304ft²,410ft²,https://hk.centanet.com/findproperty/en/detail/CITY-ONE-SHATIN-SITE-5-BLOCK-51_EAR384?theme=rent
GRAND PALISADES・BLOCK 2,FLAT C・2 Rooms,Tai Po Luxury/Mid-levels,"17,500",548ft²,696ft²,https://hk.centanet.com/findproperty/en/detail/GRAND-PALISADES-BLOCK-2_AMT685?theme=rent
THE WINGS・OCEAN WINGS・TOWER 5,Low Floor・FLAT D・2 Rooms,Tseung Kwan O,"22,000",515ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-WINGS-OCEAN-WINGS-TOWER-5_UEX406?theme=rent
